,tweet,sentiment
2446,hey youre try early iphoneandroid beta hitchery let us know think,1
2447,dj decks killing,1
2448,homeless guy front popup holding sign says quotneed money 2quot,1
2449,found friend jeff thanks everyone helped especially,2
2450,checkins fun need extend beyond fun make checkins useful,1
2451,walk lady bird lake lovely maps travel times trusted,0
2452,hey eric popup nice long line techsavvy folks ready spend hardearned,2
2453,sound voice shot exploiting amp best buys 14day return policy imacs brilliant,0
2454,great talk must one didnt,2
2455,set open popup shop core action ûó aapl,1
2456,believe almost always use maps 40 maps use mobile says,2
2457,wonders creeps every year still manage know stop please ill,1
2458,social network may debut circles eatdrinktweet done yet,2
2459,hobo shotgun video game coming ipadiphone users yes please,2
2460,launch major social network called circles possibly today,1
2461,say popup austin,1
2462,youre near zen guadalupe 319 1pm trailer space night im playing maurice friend,1
2463,thirsty chevy volt lounge w 16 others,1
2464,head 605 chance win almost time enter win 2 emc booth exhibit hall,1
2465,line might well popup austin ipad2,1
2466,got 2 gave red cross japan first day,2
2467,excited see launch major social network called circles possibly today,2
2468,setting ipad2 swift upbeat service morning popup,2
2469,learning future search amp creepily social awesome,1
2470,interesting tweet stream qabg follow one qa amp bing amp someone msnlol,1
2471,news launch major social network called circles possibly today,1
2472,ûïmention news sxswi apples temporary wthû yes think ultimate offsite trade show quotboothquot,1
2473,think control identities facebook becomes ai profile built,3
2474,news may launch quotsocial circlesquot social network today soccomp,1
2475,cant handle everyones tweets flipboard jealous thinking taking plunge buying,2
2476,met line,1
2477,marcelosomers version maps mobile pretty amazing vector based amp fast marcelosomers,2
2478,quotthe future local contextual discoveryquot googles marissa mayer argues exceptionally valuable type search,1
2479,friends finally quotput outquot android get app amp get disc kh,2
2480,intel go gaga go game cc iangogame li,3
2481,hey twitter needs way us disaster areas filter things like right really dont care,0
2482,even begins winsåêsxsw gt gonna get sum via,2
2483,used app example good navigation via mentionn,2
2484,william patry says authors dont care copyright care income models,3
2485,regardless keyword thinks local mobilesearch sxswi,3
2486,well im first line 105 hours go sleepy,2
2487,i17 symphony destruction codes valid 800115959p 031211 infektd zomb,1
2488,hows line,1
2489,hey sxswi folks want learn security come bsidesaustin,1
2490,touching stories designing digital magazines,1
2491,vai comeìar palestra exchief evangelist,3
2492,quotwill take time others catch ipadquot tapworthy,2
2493,give away yet,1
2494,lol dont see single pc user around meûójust macbooks ipads web devs definitely folks,2
2495,knitted staircase attendance party tomo 7pm hosted amp,1
2496,gotta get hey taariq howdy texas fav app ltandroidor get usguys,2
2497,attendees need qr code reader tweet us image badge first 5 get optiscan free,2
2498,wondering street closures made map show austin,1
2499,amp bavc launch impact dashboard web app collect host visualize data real time bavcorgimpact,2
2500,platform concertgoers launches android app time,1
2501,another go social quotgoogle circlesquot,1
2502,opening temporary popup austin 2 launch,1
2503,interviewed mashable waiting line popup,1
2504,foursquare ceo sounded openminded big partnership ie acquisition wallstreet,1
2505,anyone dongle air found use slides would huge help crowdsourced dongle,1
2506,cool strike conversation bloke happens work guardian amp hours later,1
2507,booth ready tradeshow tmr android party,2
2508,sxswers android jones saturday 130230pm attending android developer meetup details come,1
2509,totalitarian thought action people worldwide come austin tx decide spend time line,0
2510,flipboard bldg app appstore need wholistic mktg awareness pr strategy drive adoption dont rely rji,0
2511,lonely planet app guide austin free week,1
2512,techcrunch launchrock vencorps want give 30k ûïbestû startups l facebook,1
2513,best wurst late night decision ever whoa line pop downtown,1
2514,windows scarborough building corner 6th amp congress blacked popup born welivehere,2
2515,tech opening popup austin,2
2516,meetingwave apps version 15 submitting android week free downloads please retweet,1
2517,ladies stds bot twitter creator persistent guy chased last night takeonefortheteam,1
2518,last session html5 reps ms opera mozilla,1
2519,false alarm circles coming nowûòand probably ever sxswi,1
2520,opening popup austin,1
2521,awesome happens hires security austin,1
2522,quotgoogle launched checkins month agoquot check ins ok check outs future bizzy,1
2523,updated npr music app song info songs 247 amp live video streaming time,2
2524,built experience ecosystem ipod mp3 player app critthink,1
2525,sad im missing 2 launch south sounds chill jk,2
2526,rumor opening temporary downtown austin,1
2527,miss battelle interview 2 ampsocial media last week find video,1
2528,android growing super fast lustre pearl team android party walked androidsxsw,2
2529,oh ware ides march location,1
2530,celebrating beauty web ie9 launch giving away free ipad2 one lucky,2
2531,encounter w charmingintense thethankyoueconomy w bright localmind suffer fun party,1
2532,heard youûªre think abt making case kids blog stop weûªre grille,1
2533,traveling 1 3102011 via,1
2534,launch circles social network,1
2535,please follow next big college social network chance win 7000 followers socialmedia,1
2536,im thinking may actually take laptop alone may enough trip,0
2537,press coverage ive life standing line,2
2538,team panel say agencies attitudes thinkagileagency,1
2539,wonder putting tips api suxsw,1
2540,listening twit live also went boxee keg party robots event saw tim ferris speak checked ebay hackathon,2
2541,im touchingstories andor tablet workshop would love chat afteward,1
2542,brilliant rosso used doc paste recipe make mothers think generated recipe leanstartup,2
2543,lightbox photos wants android camera app techcrunch android,1
2544,many ipad2s think could sell attendees set popup convention center,2
2545,looking best app hail cab austin free possible austin iphoneapp,1
2546,even begins wins,2
2547,crowd swarms 2 launch via,2
2548,response apples popup im hearing rumors popup near perimeter mall knowyouraudience,1
2549,right track clever set open popup shop core action,2
2550,fiendishly clever pop selling 2s photo,2
2551,one say free music someone say free music yes yes freemusic,1
2552,week clip joins review free go app ipad2 sxswgo,1
2553,ever got high5 buying product probably queue line thats normal,1
2554,im loving popup downtown office long last us locals,2
2555,latin america produced next latism latam,1
2556,presentation mayer sales pitch fail,0
2557,applauds holler gram fun app fun anyone play,2
2558,face 2 background image,1
2559,free tunage itunes,2
2560,marissa mayer connect digital amp physical worlds mobile,1
2561,brand focus trust zappos likability virgin product recipe success,2
2562,line buy 2 stretches 2 blocks getting one today,1
2563,want bad would make live blogging much efficient beautiful case beats leather 1,2
2564,hootsuite mobile updates blackberry amp android android blackberry keitai,1
2565,rumors sxswcould true launching secret social network called quotcirclesquot,1
2566,u make party,1
2567,interesting news ûïmention interrupt regularly scheduled geek programming big news circlesû,1
2568,woman front etchasketch housing awesome,2
2569,confirmed circles launched later today sxswi,1
2570,podcast social business summit 2011 austin listened delight,2
2571,need quotpage flip effectquot ûïlike fake needle cdplayerû tapworthy,1
2572,twit geekbeat free idea hooded snuggie tummy pocket facing look like teletubbie im old,1
2573,heading hear detouring pop,1
2574,quotcommunity place web friend app notquot grauniad,1
2575,anyone popup austin thats gotta hopping place today,1
2576,niceness less 2 hours announce details 2 giveaway sxswi,2
2577,anybody know whether nab white 3g 64gb ipad2 austin popupstore,2
2578,false alarm circles coming probably ever much reports would unveil,0
2579,cameron sinclair spearheads japan disaster relief via twitter amp sxsw4jp archforhumanity,1
2580,redbull bpm dj app powering party dtas republic live,2
